raw_value:data:sign
raw_value:-129.0:0
raw_value:-93.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-120.0:0
raw_value:-267.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-250.0:0
raw_value:-242.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-196.0:0
raw_value:-161.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-201.0:0
raw_value:-157.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-228.0:0
raw_value:-194.0:0
raw_value:-232.0:0
raw_value:-232.0:0
raw_value:-232.0:0
raw_value:-232.0:0
raw_value:-232.0:0
raw_value:-232.0:0
raw_value:-232.0:0
raw_value:-232.0:0
raw_value:-180.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-142.0:0
raw_value:-162.0:0
raw_value:-141.0:0
raw_value:-141.0:0
raw_value:-141.0:0
raw_value:-141.0:0
raw_value:-141.0:0
raw_value:-141.0:0
raw_value:-141.0:0
raw_value:-141.0:0
raw_value:-141.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-99.0:0
raw_value:-4.0:0
raw_value:-4.0:0
